Container contains 10000 elements:
1: Car, fuel tank capacity = 1, fuel spending = 100.0, max speed = 4, comparison parameter = 1.0
2: Truck, fuel tank capacity = 1, fuel spending = 99.0, carrying capacity = 15, comparison parameter = 1.0101010101010102
3: Truck, fuel tank capacity = 1, fuel spending = 99.0, carrying capacity = 66, comparison parameter = 1.0101010101010102
4: Car, fuel tank capacity = 1, fuel spending = 97.0, max speed = 91, comparison parameter = 1.0309278350515463
5: Truck, fuel tank capacity = 1, fuel spending = 97.0, carrying capacity = 67, comparison parameter = 1.0309278350515463
6: Truck, fuel tank capacity = 1, fuel spending = 97.0, carrying capacity = 49, comparison parameter = 1.0309278350515463
7: Truck, fuel tank capacity = 1, fuel spending = 94.0, carrying capacity = 42, comparison parameter = 1.0638297872340425
8: Car, fuel tank capacity = 1, fuel spending = 94.0, max speed = 66, comparison parameter = 1.0638297872340425
9: Bus, fuel tank capacity = 1, fuel spending = 93.0, passenger seats = 89, comparison parameter = 1.0752688172043012
10: Bus, fuel tank capacity = 1, fuel spending = 93.0, passenger seats = 6, comparison parameter = 1.0752688172043012
11: Truck, fuel tank capacity = 1, fuel spending = 92.0, carrying capacity = 1, comparison parameter = 1.0869565217391304
12: Bus, fuel tank capacity = 1, fuel spending = 92.0, passenger seats = 15, comparison parameter = 1.0869565217391304
13: Truck, fuel tank capacity = 1, fuel spending = 91.0, carrying capacity = 33, comparison parameter = 1.098901098901099
14: Bus, fuel tank capacity = 1, fuel spending = 91.0, passenger seats = 37, comparison parameter = 1.098901098901099
15: Truck, fuel tank capacity = 1, fuel spending = 89.0, carrying capacity = 62, comparison parameter = 1.1235955056179776
16: Car, fuel tank capacity = 1, fuel spending = 85.0, max speed = 49, comparison parameter = 1.1764705882352942
17: Truck, fuel tank capacity = 1, fuel spending = 84.0, carrying capacity = 50, comparison parameter = 1.1904761904761905
18: Bus, fuel tank capacity = 1, fuel spending = 84.0, passenger seats = 98, comparison parameter = 1.1904761904761905
19: Bus, fuel tank capacity = 1, fuel spending = 83.0, passenger seats = 61, comparison parameter = 1.2048192771084338
20: Bus, fuel tank capacity = 1, fuel spending = 83.0, passenger seats = 19, comparison parameter = 1.2048192771084338
21: Car, fuel tank capacity = 1, fuel spending = 82.0, max speed = 4, comparison parameter = 1.2195121951219512
22: Bus, fuel tank capacity = 1, fuel spending = 80.0, passenger seats = 7, comparison parameter = 1.25
23: Truck, fuel tank capacity = 1, fuel spending = 78.0, carrying capacity = 4, comparison parameter = 1.282051282051282
24: Car, fuel tank capacity = 1, fuel spending = 77.0, max speed = 3, comparison parameter = 1.2987012987012987
25: Bus, fuel tank capacity = 1, fuel spending = 73.0, passenger seats = 31, comparison parameter = 1.36986301369863
26: Car, fuel tank capacity = 1, fuel spending = 70.0, max speed = 66, comparison parameter = 1.4285714285714286
27: Bus, fuel tank capacity = 1, fuel spending = 68.0, passenger seats = 63, comparison parameter = 1.4705882352941175
28: Car, fuel tank capacity = 1, fuel spending = 64.0, max speed = 92, comparison parameter = 1.5625
29: Truck, fuel tank capacity = 1, fuel spending = 63.0, carrying capacity = 94, comparison parameter = 1.5873015873015872
30: Car, fuel tank capacity = 1, fuel spending = 62.0, max speed = 2, comparison parameter = 1.6129032258064515
31: Truck, fuel tank capacity = 1, fuel spending = 61.0, carrying capacity = 9, comparison parameter = 1.639344262295082
32: Bus, fuel tank capacity = 1, fuel spending = 58.0, passenger seats = 13, comparison parameter = 1.7241379310344827
33: Bus, fuel tank capacity = 1, fuel spending = 58.0, passenger seats = 53, comparison parameter = 1.7241379310344827
34: Bus, fuel tank capacity = 1, fuel spending = 57.0, passenger seats = 86, comparison parameter = 1.7543859649122806
35: Bus, fuel tank capacity = 1, fuel spending = 57.0, passenger seats = 73, comparison parameter = 1.7543859649122806
36: Bus, fuel tank capacity = 1, fuel spending = 57.0, passenger seats = 16, comparison parameter = 1.7543859649122806
37: Bus, fuel tank capacity = 1, fuel spending = 57.0, passenger seats = 63, comparison parameter = 1.7543859649122806
38: Car, fuel tank capacity = 1, fuel spending = 56.0, max speed = 57, comparison parameter = 1.7857142857142856
39: Car, fuel tank capacity = 1, fuel spending = 56.0, max speed = 96, comparison parameter = 1.7857142857142856
40: Bus, fuel tank capacity = 1, fuel spending = 55.0, passenger seats = 83, comparison parameter = 1.8181818181818181
41: Truck, fuel tank capacity = 1, fuel spending = 54.0, carrying capacity = 58, comparison parameter = 1.8518518518518516
42: Car, fuel tank capacity = 1, fuel spending = 54.0, max speed = 87, comparison parameter = 1.8518518518518516
43: Truck, fuel tank capacity = 1, fuel spending = 54.0, carrying capacity = 82, comparison parameter = 1.8518518518518516
44: Bus, fuel tank capacity = 1, fuel spending = 50.0, passenger seats = 21, comparison parameter = 2.0
45: Truck, fuel tank capacity = 1, fuel spending = 50.0, carrying capacity = 12, comparison parameter = 2.0
46: Truck, fuel tank capacity = 1, fuel spending = 50.0, carrying capacity = 10, comparison parameter = 2.0
47: Car, fuel tank capacity = 2, fuel spending = 99.0, max speed = 14, comparison parameter = 2.0202020202020203
48: Truck, fuel tank capacity = 2, fuel spending = 98.0, carrying capacity = 76, comparison parameter = 2.0408163265306123
49: Truck, fuel tank capacity = 2, fuel spending = 98.0, carrying capacity = 24, comparison parameter = 2.0408163265306123
50: Bus, fuel tank capacity = 2, fuel spending = 97.0, passenger seats = 24, comparison parameter = 2.0618556701030926
51: Truck, fuel tank capacity = 2, fuel spending = 97.0, carrying capacity = 53, comparison parameter = 2.0618556701030926
52: Truck, fuel tank capacity = 1, fuel spending = 48.0, carrying capacity = 37, comparison parameter = 2.083333333333333
53: Car, fuel tank capacity = 1, fuel spending = 47.0, max speed = 66, comparison parameter = 2.127659574468085
54: Truck, fuel tank capacity = 1, fuel spending = 47.0, carrying capacity = 68, comparison parameter = 2.127659574468085
55: Car, fuel tank capacity = 2, fuel spending = 92.0, max speed = 91, comparison parameter = 2.1739130434782608
56: Truck, fuel tank capacity = 1, fuel spending = 46.0, carrying capacity = 2, comparison parameter = 2.1739130434782608
57: Bus, fuel tank capacity = 1, fuel spending = 46.0, passenger seats = 73, comparison parameter = 2.1739130434782608
58: Bus, fuel tank capacity = 1, fuel spending = 46.0, passenger seats = 86, comparison parameter = 2.1739130434782608
59: Truck, fuel tank capacity = 2, fuel spending = 91.0, carrying capacity = 43, comparison parameter = 2.197802197802198
60: Car, fuel tank capacity = 1, fuel spending = 45.0, max speed = 95, comparison parameter = 2.2222222222222223
61: Truck, fuel tank capacity = 2, fuel spending = 90.0, carrying capacity = 33, comparison parameter = 2.2222222222222223
62: Bus, fuel tank capacity = 2, fuel spending = 87.0, passenger seats = 7, comparison parameter = 2.2988505747126435
63: Truck, fuel tank capacity = 2, fuel spending = 86.0, carrying capacity = 13, comparison parameter = 2.3255813953488373
64: Bus, fuel tank capacity = 1, fuel spending = 43.0, passenger seats = 72, comparison parameter = 2.3255813953488373
65: Bus, fuel tank capacity = 2, fuel spending = 85.0, passenger seats = 74, comparison parameter = 2.3529411764705883
66: Car, fuel tank capacity = 2, fuel spending = 85.0, max speed = 93, comparison parameter = 2.3529411764705883
67: Car, fuel tank capacity = 2, fuel spending = 83.0, max speed = 17, comparison parameter = 2.4096385542168677
68: Bus, fuel tank capacity = 1, fuel spending = 41.0, passenger seats = 34, comparison parameter = 2.4390243902439024
69: Truck, fuel tank capacity = 2, fuel spending = 82.0, carrying capacity = 82, comparison parameter = 2.4390243902439024
70: Bus, fuel tank capacity = 2, fuel spending = 80.0, passenger seats = 70, comparison parameter = 2.5
71: Car, fuel tank capacity = 2, fuel spending = 79.0, max speed = 79, comparison parameter = 2.5316455696202533
72: Car, fuel tank capacity = 2, fuel spending = 79.0, max speed = 82, comparison parameter = 2.5316455696202533
73: Bus, fuel tank capacity = 1, fuel spending = 39.0, passenger seats = 99, comparison parameter = 2.564102564102564
74: Bus, fuel tank capacity = 2, fuel spending = 78.0, passenger seats = 98, comparison parameter = 2.564102564102564
75: Car, fuel tank capacity = 1, fuel spending = 39.0, max speed = 37, comparison parameter = 2.564102564102564
76: Truck, fuel tank capacity = 1, fuel spending = 39.0, carrying capacity = 86, comparison parameter = 2.564102564102564
77: Bus, fuel tank capacity = 2, fuel spending = 77.0, passenger seats = 82, comparison parameter = 2.5974025974025974
78: Car, fuel tank capacity = 2, fuel spending = 76.0, max speed = 87, comparison parameter = 2.631578947368421
79: Bus, fuel tank capacity = 1, fuel spending = 38.0, passenger seats = 25, comparison parameter = 2.631578947368421
80: Car, fuel tank capacity = 2, fuel spending = 76.0, max speed = 81, comparison parameter = 2.631578947368421
81: Truck, fuel tank capacity = 2, fuel spending = 75.0, carrying capacity = 18, comparison parameter = 2.666666666666667
82: Bus, fuel tank capacity = 1, fuel spending = 37.0, passenger seats = 23, comparison parameter = 2.7027027027027026
83: Car, fuel tank capacity = 2, fuel spending = 74.0, max speed = 92, comparison parameter = 2.7027027027027026
84: Car, fuel tank capacity = 2, fuel spending = 74.0, max speed = 8, comparison parameter = 2.7027027027027026
85: Truck, fuel tank capacity = 2, fuel spending = 73.0, carrying capacity = 89, comparison parameter = 2.73972602739726
86: Bus, fuel tank capacity = 2, fuel spending = 73.0, passenger seats = 75, comparison parameter = 2.73972602739726
87: Truck, fuel tank capacity = 1, fuel spending = 36.0, carrying capacity = 94, comparison parameter = 2.7777777777777777
88: Truck, fuel tank capacity = 2, fuel spending = 72.0, carrying capacity = 56, comparison parameter = 2.7777777777777777
89: Bus, fuel tank capacity = 2, fuel spending = 71.0, passenger seats = 59, comparison parameter = 2.8169014084507045
90: Bus, fuel tank capacity = 2, fuel spending = 71.0, passenger seats = 15, comparison parameter = 2.8169014084507045
91: Truck, fuel tank capacity = 2, fuel spending = 71.0, carrying capacity = 17, comparison parameter = 2.8169014084507045
