Container contains 10000 elements:
1: Car, fuel tank capacity = 54, fuel spending = 91.0, max speed = 93, comparison parameter = 59.34065934065934
2: Car, fuel tank capacity = 77, fuel spending = 11.0, max speed = 100, comparison parameter = 700.0
3: Truck, fuel tank capacity = 94, fuel spending = 57.0, carrying capacity = 39, comparison parameter = 164.91228070175438
4: Bus, fuel tank capacity = 82, fuel spending = 69.0, passenger seats = 82, comparison parameter = 118.84057971014492
5: Car, fuel tank capacity = 43, fuel spending = 60.0, max speed = 86, comparison parameter = 71.66666666666667
6: Car, fuel tank capacity = 66, fuel spending = 3.0, max speed = 12, comparison parameter = 2200.0
7: Car, fuel tank capacity = 87, fuel spending = 28.0, max speed = 12, comparison parameter = 310.7142857142857
8: Bus, fuel tank capacity = 68, fuel spending = 66.0, passenger seats = 70, comparison parameter = 103.03030303030303
9: Car, fuel tank capacity = 11, fuel spending = 44.0, max speed = 86, comparison parameter = 25.0
10: Truck, fuel tank capacity = 2, fuel spending = 41.0, carrying capacity = 82, comparison parameter = 4.878048780487805
11: Truck, fuel tank capacity = 1, fuel spending = 78.0, carrying capacity = 65, comparison parameter = 1.282051282051282
12: Car, fuel tank capacity = 27, fuel spending = 80.0, max speed = 67, comparison parameter = 33.75
13: Bus, fuel tank capacity = 78, fuel spending = 73.0, passenger seats = 85, comparison parameter = 106.84931506849315
14: Truck, fuel tank capacity = 55, fuel spending = 5.0, carrying capacity = 75, comparison parameter = 1100.0
15: Truck, fuel tank capacity = 22, fuel spending = 91.0, carrying capacity = 20, comparison parameter = 24.175824175824175
16: Car, fuel tank capacity = 36, fuel spending = 87.0, max speed = 12, comparison parameter = 41.37931034482759
17: Bus, fuel tank capacity = 11, fuel spending = 39.0, passenger seats = 76, comparison parameter = 28.205128205128204
18: Car, fuel tank capacity = 12, fuel spending = 91.0, max speed = 39, comparison parameter = 13.186813186813188
19: Bus, fuel tank capacity = 73, fuel spending = 23.0, passenger seats = 70, comparison parameter = 317.39130434782606
