Container contains 10000 elements:
1: Bus, fuel tank capacity = 1, fuel spending = 99.0, passenger seats = 82, comparison parameter = 1.0101010101010102
2: Bus, fuel tank capacity = 1, fuel spending = 98.0, passenger seats = 28, comparison parameter = 1.0204081632653061
3: Car, fuel tank capacity = 1, fuel spending = 98.0, max speed = 82, comparison parameter = 1.0204081632653061
4: Truck, fuel tank capacity = 1, fuel spending = 97.0, carrying capacity = 30, comparison parameter = 1.0309278350515463
5: Car, fuel tank capacity = 1, fuel spending = 97.0, max speed = 83, comparison parameter = 1.0309278350515463
6: Bus, fuel tank capacity = 1, fuel spending = 96.0, passenger seats = 90, comparison parameter = 1.0416666666666665
7: Bus, fuel tank capacity = 1, fuel spending = 96.0, passenger seats = 82, comparison parameter = 1.0416666666666665
8: Bus, fuel tank capacity = 1, fuel spending = 95.0, passenger seats = 2, comparison parameter = 1.0526315789473684
9: Car, fuel tank capacity = 1, fuel spending = 93.0, max speed = 68, comparison parameter = 1.0752688172043012
10: Bus, fuel tank capacity = 1, fuel spending = 93.0, passenger seats = 66, comparison parameter = 1.0752688172043012
11: Truck, fuel tank capacity = 1, fuel spending = 93.0, carrying capacity = 1, comparison parameter = 1.0752688172043012
12: Car, fuel tank capacity = 1, fuel spending = 90.0, max speed = 56, comparison parameter = 1.1111111111111112
13: Truck, fuel tank capacity = 1, fuel spending = 87.0, carrying capacity = 4, comparison parameter = 1.1494252873563218
14: Bus, fuel tank capacity = 1, fuel spending = 87.0, passenger seats = 13, comparison parameter = 1.1494252873563218
15: Bus, fuel tank capacity = 1, fuel spending = 87.0, passenger seats = 56, comparison parameter = 1.1494252873563218
16: Bus, fuel tank capacity = 1, fuel spending = 83.0, passenger seats = 40, comparison parameter = 1.2048192771084338
17: Truck, fuel tank capacity = 1, fuel spending = 83.0, carrying capacity = 97, comparison parameter = 1.2048192771084338
18: Bus, fuel tank capacity = 1, fuel spending = 82.0, passenger seats = 72, comparison parameter = 1.2195121951219512
19: Car, fuel tank capacity = 1, fuel spending = 82.0, max speed = 30, comparison parameter = 1.2195121951219512
20: Car, fuel tank capacity = 1, fuel spending = 81.0, max speed = 38, comparison parameter = 1.2345679012345678
21: Bus, fuel tank capacity = 1, fuel spending = 80.0, passenger seats = 26, comparison parameter = 1.25
22: Truck, fuel tank capacity = 1, fuel spending = 79.0, carrying capacity = 45, comparison parameter = 1.2658227848101267
23: Bus, fuel tank capacity = 1, fuel spending = 76.0, passenger seats = 78, comparison parameter = 1.3157894736842104
24: Truck, fuel tank capacity = 1, fuel spending = 75.0, carrying capacity = 40, comparison parameter = 1.3333333333333335
25: Car, fuel tank capacity = 1, fuel spending = 74.0, max speed = 68, comparison parameter = 1.3513513513513513
26: Truck, fuel tank capacity = 1, fuel spending = 73.0, carrying capacity = 10, comparison parameter = 1.36986301369863
27: Car, fuel tank capacity = 1, fuel spending = 71.0, max speed = 4, comparison parameter = 1.4084507042253522
28: Car, fuel tank capacity = 1, fuel spending = 71.0, max speed = 59, comparison parameter = 1.4084507042253522
29: Truck, fuel tank capacity = 1, fuel spending = 70.0, carrying capacity = 51, comparison parameter = 1.4285714285714286
30: Bus, fuel tank capacity = 1, fuel spending = 70.0, passenger seats = 64, comparison parameter = 1.4285714285714286
31: Bus, fuel tank capacity = 1, fuel spending = 69.0, passenger seats = 15, comparison parameter = 1.4492753623188406
32: Bus, fuel tank capacity = 1, fuel spending = 67.0, passenger seats = 49, comparison parameter = 1.4925373134328357
33: Bus, fuel tank capacity = 1, fuel spending = 67.0, passenger seats = 85, comparison parameter = 1.4925373134328357
34: Truck, fuel tank capacity = 1, fuel spending = 67.0, carrying capacity = 65, comparison parameter = 1.4925373134328357
35: Bus, fuel tank capacity = 1, fuel spending = 66.0, passenger seats = 55, comparison parameter = 1.5151515151515151
36: Car, fuel tank capacity = 1, fuel spending = 65.0, max speed = 99, comparison parameter = 1.5384615384615385
37: Bus, fuel tank capacity = 1, fuel spending = 65.0, passenger seats = 76, comparison parameter = 1.5384615384615385
38: Car, fuel tank capacity = 1, fuel spending = 64.0, max speed = 65, comparison parameter = 1.5625
39: Car, fuel tank capacity = 1, fuel spending = 63.0, max speed = 40, comparison parameter = 1.5873015873015872
40: Car, fuel tank capacity = 1, fuel spending = 62.0, max speed = 42, comparison parameter = 1.6129032258064515
41: Bus, fuel tank capacity = 1, fuel spending = 62.0, passenger seats = 63, comparison parameter = 1.6129032258064515
42: Car, fuel tank capacity = 1, fuel spending = 61.0, max speed = 77, comparison parameter = 1.639344262295082
43: Car, fuel tank capacity = 1, fuel spending = 61.0, max speed = 20, comparison parameter = 1.639344262295082
44: Bus, fuel tank capacity = 1, fuel spending = 60.0, passenger seats = 66, comparison parameter = 1.6666666666666667
45: Car, fuel tank capacity = 1, fuel spending = 58.0, max speed = 11, comparison parameter = 1.7241379310344827
46: Car, fuel tank capacity = 1, fuel spending = 56.0, max speed = 52, comparison parameter = 1.7857142857142856
47: Bus, fuel tank capacity = 1, fuel spending = 55.0, passenger seats = 89, comparison parameter = 1.8181818181818181
48: Car, fuel tank capacity = 1, fuel spending = 55.0, max speed = 14, comparison parameter = 1.8181818181818181
49: Truck, fuel tank capacity = 1, fuel spending = 55.0, carrying capacity = 43, comparison parameter = 1.8181818181818181
50: Bus, fuel tank capacity = 1, fuel spending = 54.0, passenger seats = 45, comparison parameter = 1.8518518518518516
51: Bus, fuel tank capacity = 1, fuel spending = 52.0, passenger seats = 9, comparison parameter = 1.9230769230769231
52: Bus, fuel tank capacity = 1, fuel spending = 51.0, passenger seats = 4, comparison parameter = 1.9607843137254901
53: Bus, fuel tank capacity = 2, fuel spending = 100.0, passenger seats = 55, comparison parameter = 2.0
54: Bus, fuel tank capacity = 2, fuel spending = 98.0, passenger seats = 56, comparison parameter = 2.0408163265306123
55: Truck, fuel tank capacity = 1, fuel spending = 49.0, carrying capacity = 2, comparison parameter = 2.0408163265306123
56: Car, fuel tank capacity = 2, fuel spending = 95.0, max speed = 43, comparison parameter = 2.1052631578947367
57: Truck, fuel tank capacity = 2, fuel spending = 94.0, carrying capacity = 65, comparison parameter = 2.127659574468085
58: Bus, fuel tank capacity = 2, fuel spending = 94.0, passenger seats = 70, comparison parameter = 2.127659574468085
59: Car, fuel tank capacity = 2, fuel spending = 92.0, max speed = 18, comparison parameter = 2.1739130434782608
60: Car, fuel tank capacity = 2, fuel spending = 90.0, max speed = 1, comparison parameter = 2.2222222222222223
61: Bus, fuel tank capacity = 1, fuel spending = 45.0, passenger seats = 94, comparison parameter = 2.2222222222222223
62: Truck, fuel tank capacity = 1, fuel spending = 45.0, carrying capacity = 57, comparison parameter = 2.2222222222222223
63: Bus, fuel tank capacity = 2, fuel spending = 89.0, passenger seats = 30, comparison parameter = 2.247191011235955
64: Truck, fuel tank capacity = 2, fuel spending = 89.0, carrying capacity = 63, comparison parameter = 2.247191011235955
65: Car, fuel tank capacity = 2, fuel spending = 88.0, max speed = 70, comparison parameter = 2.272727272727273
