Container contains 10000 elements:
1: Car, fuel tank capacity = 62, fuel spending = 20.0, max speed = 91, comparison parameter = 310.0
2: Truck, fuel tank capacity = 82, fuel spending = 7.0, carrying capacity = 70, comparison parameter = 1171.4285714285713
3: Car, fuel tank capacity = 24, fuel spending = 88.0, max speed = 31, comparison parameter = 27.27272727272727
4: Bus, fuel tank capacity = 67, fuel spending = 28.0, passenger seats = 74, comparison parameter = 239.28571428571428
5: Car, fuel tank capacity = 33, fuel spending = 14.0, max speed = 27, comparison parameter = 235.71428571428572
6: Truck, fuel tank capacity = 4, fuel spending = 80.0, carrying capacity = 76, comparison parameter = 5.0
7: Car, fuel tank capacity = 79, fuel spending = 13.0, max speed = 10, comparison parameter = 607.6923076923076
8: Truck, fuel tank capacity = 14, fuel spending = 83.0, carrying capacity = 99, comparison parameter = 16.867469879518072
9: Car, fuel tank capacity = 61, fuel spending = 49.0, max speed = 78, comparison parameter = 124.48979591836735
10: Truck, fuel tank capacity = 96, fuel spending = 29.0, carrying capacity = 99, comparison parameter = 331.0344827586207
11: Truck, fuel tank capacity = 69, fuel spending = 85.0, carrying capacity = 18, comparison parameter = 81.17647058823529
12: Truck, fuel tank capacity = 68, fuel spending = 52.0, carrying capacity = 14, comparison parameter = 130.76923076923077
13: Car, fuel tank capacity = 15, fuel spending = 4.0, max speed = 30, comparison parameter = 375.0
14: Car, fuel tank capacity = 79, fuel spending = 14.0, max speed = 78, comparison parameter = 564.2857142857143
15: Truck, fuel tank capacity = 38, fuel spending = 22.0, carrying capacity = 11, comparison parameter = 172.72727272727272
16: Bus, fuel tank capacity = 7, fuel spending = 51.0, passenger seats = 53, comparison parameter = 13.725490196078432
17: Bus, fuel tank capacity = 18, fuel spending = 53.0, passenger seats = 87, comparison parameter = 33.9622641509434
18: Bus, fuel tank capacity = 100, fuel spending = 78.0, passenger seats = 40, comparison parameter = 128.2051282051282
19: Truck, fuel tank capacity = 86, fuel spending = 54.0, carrying capacity = 8, comparison parameter = 159.25925925925927
20: Car, fuel tank capacity = 69, fuel spending = 63.0, max speed = 44, comparison parameter = 109.52380952380953
21: Bus, fuel tank capacity = 41, fuel spending = 7.0, passenger seats = 75, comparison parameter = 585.7142857142857
22: Bus, fuel tank capacity = 25, fuel spending = 63.0, passenger seats = 92, comparison parameter = 39.682539682539684
23: Car, fuel tank capacity = 37, fuel spending = 68.0, max speed = 16, comparison parameter = 54.41176470588235
24: Car, fuel tank capacity = 42, fuel spending = 24.0, max speed = 5, comparison parameter = 175.0
25: Bus, fuel tank capacity = 16, fuel spending = 7.0, passenger seats = 11, comparison parameter = 228.57142857142856
26: Car, fuel tank capacity = 11, fuel spending = 62.0, max speed = 99, comparison parameter = 17.741935483870968
27: Truck, fuel tank capacity = 78, fuel spending = 60.0, carrying capacity = 75, comparison parameter = 130.0
28: Bus, fuel tank capacity = 53, fuel spending = 34.0, passenger seats = 80, comparison parameter = 155.88235294117646
29: Bus, fuel tank capacity = 71, fuel spending = 58.0, passenger seats = 63, comparison parameter = 122.41379310344827
30: Bus, fuel tank capacity = 17, fuel spending = 93.0, passenger seats = 99, comparison parameter = 18.27956989247312
31: Bus, fuel tank capacity = 2, fuel spending = 95.0, passenger seats = 13, comparison parameter = 2.1052631578947367
32: Truck, fuel tank capacity = 44, fuel spending = 15.0, carrying capacity = 63, comparison parameter = 293.3333333333333
33: Car, fuel tank capacity = 61, fuel spending = 95.0, max speed = 58, comparison parameter = 64.21052631578948
34: Car, fuel tank capacity = 91, fuel spending = 56.0, max speed = 29, comparison parameter = 162.5
35: Bus, fuel tank capacity = 78, fuel spending = 72.0, passenger seats = 30, comparison parameter = 108.33333333333333
36: Car, fuel tank capacity = 97, fuel spending = 77.0, max speed = 38, comparison parameter = 125.97402597402598
37: Truck, fuel tank capacity = 19, fuel spending = 33.0, carrying capacity = 84, comparison parameter = 57.57575757575758
38: Truck, fuel tank capacity = 48, fuel spending = 40.0, carrying capacity = 61, comparison parameter = 120.0
39: Bus, fuel tank capacity = 19, fuel spending = 45.0, passenger seats = 83, comparison parameter = 42.22222222222222
40: Car, fuel tank capacity = 48, fuel spending = 43.0, max speed = 56, comparison parameter = 111.62790697674419
41: Car, fuel tank capacity = 11, fuel spending = 79.0, max speed = 89, comparison parameter = 13.924050632911392
42: Truck, fuel tank capacity = 26, fuel spending = 84.0, carrying capacity = 77, comparison parameter = 30.952380952380953
43: Truck, fuel tank capacity = 3, fuel spending = 92.0, carrying capacity = 7, comparison parameter = 3.260869565217391
44: Bus, fuel tank capacity = 12, fuel spending = 39.0, passenger seats = 58, comparison parameter = 30.76923076923077
45: Car, fuel tank capacity = 94, fuel spending = 40.0, max speed = 29, comparison parameter = 235.0
46: Bus, fuel tank capacity = 58, fuel spending = 1.0, passenger seats = 55, comparison parameter = 5800.0
47: Bus, fuel tank capacity = 56, fuel spending = 5.0, passenger seats = 65, comparison parameter = 1120.0
48: Car, fuel tank capacity = 59, fuel spending = 5.0, max speed = 59, comparison parameter = 1180.0
49: Bus, fuel tank capacity = 39, fuel spending = 44.0, passenger seats = 55, comparison parameter = 88.63636363636364
50: Bus, fuel tank capacity = 62, fuel spending = 22.0, passenger seats = 78, comparison parameter = 281.8181818181818
51: Car, fuel tank capacity = 14, fuel spending = 94.0, max speed = 24, comparison parameter = 14.893617021276595
52: Car, fuel tank capacity = 92, fuel spending = 62.0, max speed = 36, comparison parameter = 148.38709677419354
53: Car, fuel tank capacity = 59, fuel spending = 22.0, max speed = 52, comparison parameter = 268.1818181818182
54: Bus, fuel tank capacity = 74, fuel spending = 91.0, passenger seats = 45, comparison parameter = 81.31868131868131
55: Car, fuel tank capacity = 66, fuel spending = 48.0, max speed = 35, comparison parameter = 137.5
56: Truck, fuel tank capacity = 84, fuel spending = 22.0, carrying capacity = 55, comparison parameter = 381.8181818181818
57: Truck, fuel tank capacity = 13, fuel spending = 12.0, carrying capacity = 71, comparison parameter = 108.33333333333333
58: Car, fuel tank capacity = 72, fuel spending = 62.0, max speed = 60, comparison parameter = 116.12903225806453
59: Bus, fuel tank capacity = 79, fuel spending = 60.0, passenger seats = 57, comparison parameter = 131.66666666666666
60: Bus, fuel tank capacity = 4, fuel spending = 3.0, passenger seats = 46, comparison parameter = 133.33333333333331
61: Truck, fuel tank capacity = 44, fuel spending = 16.0, carrying capacity = 80, comparison parameter = 275.0
62: Truck, fuel tank capacity = 73, fuel spending = 50.0, carrying capacity = 33, comparison parameter = 146.0
63: Bus, fuel tank capacity = 55, fuel spending = 89.0, passenger seats = 37, comparison parameter = 61.79775280898876
64: Bus, fuel tank capacity = 36, fuel spending = 16.0, passenger seats = 66, comparison parameter = 225.0
