Container contains 10000 elements:
1: Car, fuel tank capacity = 1, fuel spending = 100.0, max speed = 23, comparison parameter = 1.0
2: Truck, fuel tank capacity = 1, fuel spending = 100.0, carrying capacity = 71, comparison parameter = 1.0
3: Bus, fuel tank capacity = 1, fuel spending = 96.0, passenger seats = 37, comparison parameter = 1.0416666666666665
4: Car, fuel tank capacity = 1, fuel spending = 96.0, max speed = 76, comparison parameter = 1.0416666666666665
5: Car, fuel tank capacity = 1, fuel spending = 96.0, max speed = 10, comparison parameter = 1.0416666666666665
6: Car, fuel tank capacity = 1, fuel spending = 95.0, max speed = 81, comparison parameter = 1.0526315789473684
7: Truck, fuel tank capacity = 1, fuel spending = 94.0, carrying capacity = 59, comparison parameter = 1.0638297872340425
8: Car, fuel tank capacity = 1, fuel spending = 94.0, max speed = 74, comparison parameter = 1.0638297872340425
9: Car, fuel tank capacity = 1, fuel spending = 94.0, max speed = 56, comparison parameter = 1.0638297872340425
10: Truck, fuel tank capacity = 1, fuel spending = 93.0, carrying capacity = 55, comparison parameter = 1.0752688172043012
11: Bus, fuel tank capacity = 1, fuel spending = 93.0, passenger seats = 1, comparison parameter = 1.0752688172043012
12: Car, fuel tank capacity = 1, fuel spending = 93.0, max speed = 41, comparison parameter = 1.0752688172043012
13: Truck, fuel tank capacity = 1, fuel spending = 89.0, carrying capacity = 100, comparison parameter = 1.1235955056179776
14: Bus, fuel tank capacity = 1, fuel spending = 88.0, passenger seats = 42, comparison parameter = 1.1363636363636365
15: Car, fuel tank capacity = 1, fuel spending = 88.0, max speed = 65, comparison parameter = 1.1363636363636365
16: Bus, fuel tank capacity = 1, fuel spending = 87.0, passenger seats = 45, comparison parameter = 1.1494252873563218
17: Car, fuel tank capacity = 1, fuel spending = 85.0, max speed = 32, comparison parameter = 1.1764705882352942
18: Car, fuel tank capacity = 1, fuel spending = 83.0, max speed = 29, comparison parameter = 1.2048192771084338
19: Car, fuel tank capacity = 1, fuel spending = 82.0, max speed = 69, comparison parameter = 1.2195121951219512
20: Truck, fuel tank capacity = 1, fuel spending = 80.0, carrying capacity = 78, comparison parameter = 1.25
21: Truck, fuel tank capacity = 1, fuel spending = 80.0, carrying capacity = 9, comparison parameter = 1.25
22: Bus, fuel tank capacity = 1, fuel spending = 80.0, passenger seats = 1, comparison parameter = 1.25
23: Car, fuel tank capacity = 1, fuel spending = 78.0, max speed = 99, comparison parameter = 1.282051282051282
24: Truck, fuel tank capacity = 1, fuel spending = 77.0, carrying capacity = 2, comparison parameter = 1.2987012987012987
25: Bus, fuel tank capacity = 1, fuel spending = 75.0, passenger seats = 14, comparison parameter = 1.3333333333333335
26: Truck, fuel tank capacity = 1, fuel spending = 75.0, carrying capacity = 72, comparison parameter = 1.3333333333333335
27: Bus, fuel tank capacity = 1, fuel spending = 74.0, passenger seats = 12, comparison parameter = 1.3513513513513513
